Rhea ID	substrate	product
RHEA:20077	*O[C@H]1[C@@H](O)[C@H](N2C=NC3=C2N=C(N)NC3=O)O[C@@H]1COP(*)(=O)[O-].C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O	*O[C@H]1[C@@H](OC)[C@H](N2C=NC3=C2N=C(N)NC3=O)O[C@@H]1COP(*)(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+]
RHEA:46000	NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1.[H+].[H][C@@]12CCCC(C)(C)C1=CC[C@H](C)[C@@]2(C)CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]	O=P([O-])([O-])OP(=O)([O-])O.[H][C@@]12CCCC(C)(C)C1=CC[C@H](C)[C@@]2(C)CC/C(C)=C/C[N+]1=CN=C2C(=C1N)N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
RHEA:68376	NC(=O)C[C@H]([NH3+])C(=O)[O-].[H]C(=O)C(=O)[O-]	NC(=O)CC(=O)C(=O)[O-].[NH3+]CC(=O)[O-]
RHEA:64500	CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-].C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O.[H+]	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CC1=C(C(=O)[O-])C(O)=C(C)C(O)=C1.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.O=C=O.O=C=O.O=C=O
RHEA:58508	O=C([O-])C/C(=C/C(=O)C(=O)[O-])C(=O)[O-].[H]O[H]	O=C([O-])C[C@@](O)(CC(=O)C(=O)[O-])C(=O)[O-]
RHEA:66352	NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@H](O)[C@@]2([H])C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C1=C2\CCC(=O)[C@@]2(C)CC[C@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]
RHEA:43612	*O[C@H]1[C@@H](O)[C@H](N2C=CC(=O)NC2=O)O[C@@H]1COP(*)(=O)[O-].C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O	*O[C@H]1[C@@H](O)[C@H](N2C=C(C)C(=O)NC2=O)O[C@@H]1COP(*)(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+]
RHEA:55648	O=C([O-])CCC(=O)C(=O)[O-].O=O.OCC1=C[C@H]([NH2+][C@H]2C[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	O=C([O-])CCC(=O)[O-].O=C=O.OCC1=C[C@H](N[C@@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.[H+]
RHEA:24878	*.OCC1(O)OC[C@H](O)[C@@H](O)[C@@H]1O	[H]*[H].[H]C(=O)C(=O)[C@@H](O)[C@H](O)[C@@H](O)CO
RHEA:51068	CC(=O)C(=O)[O-].CCCC[C@@H](C)[C@@H](O)[C@@H](O)C[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)[NH3+]	CCCC[C@@H](C)[C@@H](O)[C@@H](O)C[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)C(C)=O.C[C@H]([NH3+])C(=O)[O-]
RHEA:49636	O=O.[H]C(=O)C(C)=O.[H]O[H]	CC(=O)C(=O)[O-].[H+].[H]OO[H]
RHEA:41704	CCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])[O-])OC(C)=O.[H]O[H]	CC(=O)[O-].CCCCCCCCCCCCCCCCOC[C@@H](O)COP(=O)([O-])[O-].[H+]
RHEA:57680	*C1=C(*)C(*)=C(C2OC3=C(C(=O)C2*)C(*)=C(*)C(*)=C3*)C(*)=C1*.CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].O=O	*C1=C(*)C(*)=C(C2=C(*)C(=O)C3=C(O2)C(*)=C(*)C(*)=C3*)C(*)=C1*.CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].[H+].[H]O[H].[H]O[H]
RHEA:33459	NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].[H][C@@]12CCC3=C(CC[C@@]4(C)[C@@]3([H])CC[C@]4([H])[C@H](C)CCC=C(C)C)[C@@]1(C)CCC(=O)C2	NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[H][C@@]12CCC3=C(CC[C@@]4(C)[C@@]3([H])CC[C@]4([H])[C@H](C)CCC=C(C)C)[C@@]1(C)CC[C@H](O)C2
RHEA:41792	*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCS)C(*)=O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-]	*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-])C(*)=O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS
RHEA:56640	CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC.[H]O[H]	CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](CO)COP(=O)([O-])OCC[N+](C)(C)C.CCCCC/C=C\C/C=C\CCCCCCCC(=O)[O-].[H+]
RHEA:33187	CCCCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])[O-]	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(=O)([O-])[O-])OC(=O)CCCCCCC/C=C\CCCCCCCC
RHEA:49580	[H][C@]12NC3=C(N=C(N)NC3=O)N1[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@]2(O)[C@H]1O	NC1=NC2=C(NC3C(=O)C4OP(=O)([O-])OCC4OC3N2)C(=O)N1.O=P([O-])([O-])OP(=O)([O-])O
RHEA:11816	O=P([O-])([O-])OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O	O=P([O-])([O-])OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O
RHEA:40819	CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C.[H]O[H]	CCCCCCCC/C=C\CCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C.[H+]
RHEA:67696	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCCCCCCC(=O)[O-].[H]O[H]	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.O=C([O-])CCCCCCCCCCCCCCC(=O)[O-].[H+]
RHEA:32123	O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[H+]	O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[H+]
RHEA:33751	*C(=O)OC[C@H](COP(=O)([O-])OC[C@@H](O)COP(=O)([O-])[O-])OC(*)=O.[H]O[H]	*C(=O)OC[C@H](COP(=O)([O-])OC[C@@H](O)CO)OC(*)=O.O=P([O-])([O-])O
RHEA:48796	CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](CCCCCCC(=O)[O-])[C@@H]2C[C@H]1OO2.O=O	CC(O)CCC[C@H](O)/C=C/[C@@H]1[C@@H](CCCCCCC(=O)[O-])[C@@H]2C[C@H]1OO2.CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].[H+].[H]O[H]
RHEA:55924	CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].CCCSC1=CC2=C(C=C1)N/C(NC(=O)OC)=N\2.O=O	CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].CCCS(=O)C1=CC2=C(C=C1)N/C(NC(=O)OC)=N\2.[H+].[H]O[H]
RHEA:28430	[H]C(=O)[C@H](O)[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-]	O=C(CO)[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-]
RHEA:36667	CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].CCCCCCCCCCCCCCC[C@@H](O)[C@@H]([NH3+])CO	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC.[H+]
RHEA:41520	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/C/C1=C(\C)C(=O)C2=CC=CC=C2C1=O.CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].O=O	C/C1=C(\C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CO)C(=O)C2=CC=CC=C2C1=O.CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].[H+].[H]O[H]
RHEA:54096	*C(=O)[C@H](CCCC[NH3+])NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)[NH3+].C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O	*C(=O)[C@H](CCCC[NH3+])NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)[NH2+]C.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+]
RHEA:67208	COC1=C/C=C2/NC=C(CCNC(C)=O)/C2=C\1.[H]O[H]	CC(=O)[O-].COC1=C/C=C2\NC=C(CC[NH3+])\C2=C\1
RHEA:59828	[H]O[H].[NH3+][C@@H](CCSC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3O)[C@H](O)[C@@H]1O)C(=O)[O-]	OC[C@H]1O[C@@H](N2C=NC3=C(O)N=CN=C32)[C@H](O)[C@@H]1O.[NH3+][C@@H](CCS)C(=O)[O-]
RHEA:66556	*N[C@@H](CCC(N)=O)C(*)=O.[NH3+]CCC1=CC=C(O)C(O)=C1	*N[C@@H](CCC(=O)NCCC1=CC(O)=C(O)C=C1)C(*)=O.[H][N+]([H])([H])[H]
RHEA:57840	O=P([O-])([O-])O[C@@H]1[C@H](O)[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@H](O)[C@H]1O.[H]O[H]	O=P([O-])([O-])O.O=P([O-])([O-])O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O
RHEA:45392	CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCCNC(=O)CCCCCCCCCCCCCCCCCCC.[H]O[H]	CCCCCCCC/C=C\CCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCCCC(=O)NCCOP(=O)([O-])OC[C@H](O)CO.[H+]
RHEA:18257	CC1=C2CC3=C(C)C(CCC(=O)[O-])=C(CC4=C(CCC(=O)[O-])C(C)=C(CC5=C(CCC(=O)[O-])C(C)=C(CC(=C1CCC(=O)[O-])N2)N5)N4)N3.O=O.[H+].[H+]	C=CC1=C2CC3=C(C)C(C=C)=C(CC4=C(C)C(CCC(=O)[O-])=C(CC5=C(CCC(=O)[O-])C(C)=C(CC(=C1C)N2)N5)N4)N3.O=C=O.O=C=O.[H]O[H].[H]O[H]
RHEA:27918	NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[H]C(=O)CC.[H]O[H]	CCC(=O)[O-].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].[H+]
RHEA:42852	*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCS)C(*)=O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-].C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].[H+].[H+]	*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[C@@H](C)CC)C(*)=O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.O=C=O.O=C=O.[H]O[H]
RHEA:18065	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H].[H]P(=O)([O-])[O-]	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+].[H]P(=O)([O-])[O-]
RHEA:58996	O=O.[H]C(=O)C1=CNC2=C1C=CC=C2.[H]O[H]	O=C([O-])C1=CN/C2=C\C=C/C=C\12.[H+].[H]OO[H]
RHEA:30067	NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[H]C(=O)C[N+](C)(C)C.[H]O[H]	C[N+](C)(C)CC(=O)[O-].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].[H+]
RHEA:34739	*C(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@H](O)/C=C/CCCCCCCCCC(C)C.[H]O[H]	*C(=O)N[C@@H](CO)[C@H](O)/C=C/CCCCCCCCCC(C)C.C[N+](C)(C)CCOP(=O)([O-])[O-].[H+]
RHEA:55956	CCCCCCCC/C=C\CCCCCCCC(=O)[O-].O=O.[H]*[H]	*.CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)[O-].[H]O[H]
RHEA:14737	NC1=NC(=O)N([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C=C1	NC1=NC(=O)N([C@@H]2O[C@@H]3COP(=O)([O-])O[C@H]3[C@H]2O)C=C1.O=P([O-])([O-])OP(=O)([O-])O
RHEA:67240	C[S@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O.[H]O[H]	CSCC[C@H]([NH3+])C(=O)[O-].NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1.[H+]
RHEA:75267	NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1.OC1OC[C@@H](O)[C@@H](O)[C@@H]1O	NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C1OC[C@@H](O)[C@@H](O)[C@@H]1O.[H+]
RHEA:35799	NC1=NC2=C(N=C([C@H](O)[C@H]3COP(=O)([O-])O3)CN2)C(=O)N1.[H]O[H]	NC1=NC2=C(N=C([C@H](O)[C@H](O)COP(=O)([O-])[O-])CN2)C(=O)N1.[H+]
RHEA:48636	CCCCC[C@@H](/C=C/C=C\C/C=C\C/C=C\CCCC(=O)[O-])OO	CCCCCC(=O)/C=C/C=C\C/C=C\C/C=C\CCCC(=O)[O-].[H]O[H]
RHEA:57968	C=C(C(=O)[O-])[C@H]1C/C=C(\C)CC/C=C(\C)CC1.CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].O=O	CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].[H]O[H].[H]O[H].[H][C@]12C/C(C)=C/CC/C(C)=C/C[C@]1([H])C(=C)C(=O)O2
RHEA:41420	CC(=O)N[C@@H](CS)C(=O)[O-].NC1=C(O)C=CC(C(=O)[O-])=C1.NC1=C(O)C=CC(C(=O)[O-])=C1.O=O.O=O.[H+]	CC(=O)N[C@@H](CSC1=C(N)C(=O)C=C2OC3=C(C=C(C(=O)[O-])C=C3)/N=C\21)C(=O)[O-].O=C=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H]
RHEA:40455	[H][C@@]12C[C@H](O)CC[C@]1(C)[C@@]1([H])C[C@H](O)[C@@]3(C)[C@@]([H])(CC[C@]3([H])[C@]([H])(C)CCC[C@@H](C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3OP(=O)([O-])[O-])[C@]1([H])[C@H](O)C2	[H][C@@]12C[C@H](O)CC[C@]1(C)[C@@]1([H])C[C@H](O)[C@@]3(C)[C@@]([H])(CC[C@]3([H])[C@]([H])(C)CCC[C@H](C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3OP(=O)([O-])[O-])[C@]1([H])[C@H](O)C2
RHEA:55268	O=C([O-])[C@@H](CO)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.O=P([O-])([O-])O	O=C([O-])[C@H](O)CO.O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
RHEA:40207	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/CCCCCCCCCCC(=O)[O-].[H]O[H]	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@H](O)CCCCCCCCCCC(=O)[O-]
RHEA:17737	NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1.O=C([O-])C1=C[C@@H](O)[C@@H](O)[C@H](O)C1	NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C([O-])C1=CC(=O)[C@@H](O)[C@H](O)C1.[H+]
