index,stem,source_structure_path,selected_chain,aa_length,structure_length,seq_cluster,structure_cluster,combined_cluster,split
126,spec_unconditional_monomer_unconditional_monomer_138_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_138_model_0.cif,A,90,90,125,126,125,test
127,spec_unconditional_monomer_unconditional_monomer_138_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_138_model_1.cif,A,90,90,126,127,126,train
128,spec_unconditional_monomer_unconditional_monomer_138_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_138_model_2.cif,A,90,90,127,128,127,test
129,spec_unconditional_monomer_unconditional_monomer_139_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_139_model_0.cif,A,342,342,128,129,128,test
130,spec_unconditional_monomer_unconditional_monomer_139_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_139_model_1.cif,A,342,342,129,130,129,train
131,spec_unconditional_monomer_unconditional_monomer_139_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_139_model_2.cif,A,342,342,130,131,130,train
132,spec_unconditional_monomer_unconditional_monomer_13_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_13_model_0.cif,A,338,338,131,132,131,test
133,spec_unconditional_monomer_unconditional_monomer_13_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_13_model_1.cif,A,338,338,132,133,132,train
134,spec_unconditional_monomer_unconditional_monomer_13_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_13_model_2.cif,A,338,338,133,134,133,train
135,spec_unconditional_monomer_unconditional_monomer_140_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_140_model_0.cif,A,34,34,134,135,134,train
136,spec_unconditional_monomer_unconditional_monomer_140_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_140_model_1.cif,A,34,34,135,136,135,train
137,spec_unconditional_monomer_unconditional_monomer_140_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_140_model_2.cif,A,34,34,136,137,136,train
138,spec_unconditional_monomer_unconditional_monomer_141_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_141_model_0.cif,A,57,57,137,138,137,train
139,spec_unconditional_monomer_unconditional_monomer_141_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_141_model_1.cif,A,57,57,138,139,138,train
140,spec_unconditional_monomer_unconditional_monomer_141_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_141_model_2.cif,A,57,57,139,140,139,test
141,spec_unconditional_monomer_unconditional_monomer_142_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_142_model_0.cif,A,68,68,140,141,140,train
142,spec_unconditional_monomer_unconditional_monomer_142_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_142_model_1.cif,A,68,68,141,142,141,train
143,spec_unconditional_monomer_unconditional_monomer_142_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_142_model_2.cif,A,68,68,142,143,142,test
144,spec_unconditional_monomer_unconditional_monomer_143_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_143_model_0.cif,A,334,334,143,144,143,train
145,spec_unconditional_monomer_unconditional_monomer_143_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_143_model_1.cif,A,334,334,144,145,144,test
146,spec_unconditional_monomer_unconditional_monomer_143_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_143_model_2.cif,A,334,334,145,146,145,train
147,spec_unconditional_monomer_unconditional_monomer_144_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_144_model_0.cif,A,209,209,146,147,146,train
148,spec_unconditional_monomer_unconditional_monomer_144_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_144_model_1.cif,A,209,209,147,148,147,train
149,spec_unconditional_monomer_unconditional_monomer_144_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_144_model_2.cif,A,209,209,148,149,148,test
150,spec_unconditional_monomer_unconditional_monomer_145_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_145_model_0.cif,A,225,225,149,150,149,train
151,spec_unconditional_monomer_unconditional_monomer_145_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_145_model_1.cif,A,225,225,150,151,150,test
152,spec_unconditional_monomer_unconditional_monomer_145_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_145_model_2.cif,A,225,225,151,152,151,train
153,spec_unconditional_monomer_unconditional_monomer_146_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_146_model_0.cif,A,359,359,152,153,152,train
154,spec_unconditional_monomer_unconditional_monomer_146_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_146_model_1.cif,A,359,359,153,154,153,test
155,spec_unconditional_monomer_unconditional_monomer_146_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_146_model_2.cif,A,359,359,154,155,154,train
156,spec_unconditional_monomer_unconditional_monomer_147_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_147_model_0.cif,A,346,346,155,156,155,train
157,spec_unconditional_monomer_unconditional_monomer_147_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_147_model_1.cif,A,346,346,156,157,156,train
158,spec_unconditional_monomer_unconditional_monomer_147_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_147_model_2.cif,A,346,346,157,158,157,train
159,spec_unconditional_monomer_unconditional_monomer_148_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_148_model_0.cif,A,102,102,158,159,158,train
160,spec_unconditional_monomer_unconditional_monomer_148_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_148_model_1.cif,A,102,102,159,160,159,train
161,spec_unconditional_monomer_unconditional_monomer_148_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_148_model_2.cif,A,102,102,160,161,160,train
162,spec_unconditional_monomer_unconditional_monomer_149_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_149_model_0.cif,A,20,20,161,162,161,train
163,spec_unconditional_monomer_unconditional_monomer_149_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_149_model_1.cif,A,20,20,162,163,162,test
164,spec_unconditional_monomer_unconditional_monomer_149_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_149_model_2.cif,A,20,20,163,164,163,train
165,spec_unconditional_monomer_unconditional_monomer_14_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_14_model_0.cif,A,278,278,164,165,164,train
166,spec_unconditional_monomer_unconditional_monomer_14_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_14_model_1.cif,A,278,278,165,166,165,train
167,spec_unconditional_monomer_unconditional_monomer_14_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_14_model_2.cif,A,278,278,166,167,166,train
168,spec_unconditional_monomer_unconditional_monomer_150_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_150_model_0.cif,A,397,397,167,168,167,train
169,spec_unconditional_monomer_unconditional_monomer_150_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_150_model_1.cif,A,397,397,168,169,168,train
170,spec_unconditional_monomer_unconditional_monomer_150_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_150_model_2.cif,A,397,397,169,170,169,test
171,spec_unconditional_monomer_unconditional_monomer_151_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_151_model_0.cif,A,332,332,170,171,170,train
172,spec_unconditional_monomer_unconditional_monomer_151_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_151_model_1.cif,A,332,332,171,172,171,train
173,spec_unconditional_monomer_unconditional_monomer_151_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_151_model_2.cif,A,332,332,172,173,172,train
174,spec_unconditional_monomer_unconditional_monomer_152_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_152_model_0.cif,A,255,255,173,174,173,train
175,spec_unconditional_monomer_unconditional_monomer_152_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_152_model_1.cif,A,255,255,174,175,174,train
176,spec_unconditional_monomer_unconditional_monomer_152_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_152_model_2.cif,A,255,255,175,176,175,train
177,spec_unconditional_monomer_unconditional_monomer_153_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_153_model_0.cif,A,152,152,176,177,176,train
178,spec_unconditional_monomer_unconditional_monomer_153_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_153_model_1.cif,A,152,152,177,178,177,train
179,spec_unconditional_monomer_unconditional_monomer_153_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_153_model_2.cif,A,152,152,178,179,178,train
180,spec_unconditional_monomer_unconditional_monomer_154_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_154_model_0.cif,A,360,360,179,180,179,train
181,spec_unconditional_monomer_unconditional_monomer_154_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_154_model_1.cif,A,360,360,180,181,180,train
182,spec_unconditional_monomer_unconditional_monomer_154_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_154_model_2.cif,A,360,360,181,182,181,train
183,spec_unconditional_monomer_unconditional_monomer_155_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_155_model_0.cif,A,254,254,182,183,182,train
184,spec_unconditional_monomer_unconditional_monomer_155_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_155_model_1.cif,A,254,254,183,184,183,train
185,spec_unconditional_monomer_unconditional_monomer_155_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_155_model_2.cif,A,254,254,184,185,184,test
186,spec_unconditional_monomer_unconditional_monomer_156_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_156_model_0.cif,A,215,215,185,186,185,train
187,spec_unconditional_monomer_unconditional_monomer_156_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_156_model_1.cif,A,215,215,186,187,186,train
188,spec_unconditional_monomer_unconditional_monomer_156_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_156_model_2.cif,A,215,215,187,188,187,train
189,spec_unconditional_monomer_unconditional_monomer_157_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_157_model_0.cif,A,396,396,188,189,188,train
190,spec_unconditional_monomer_unconditional_monomer_157_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_157_model_1.cif,A,396,396,189,190,189,train
191,spec_unconditional_monomer_unconditional_monomer_157_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_157_model_2.cif,A,396,396,190,191,190,test
192,spec_unconditional_monomer_unconditional_monomer_158_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_158_model_0.cif,A,91,91,191,192,191,train
193,spec_unconditional_monomer_unconditional_monomer_158_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_158_model_1.cif,A,91,91,192,193,192,train
194,spec_unconditional_monomer_unconditional_monomer_158_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_158_model_2.cif,A,91,91,193,194,193,train
195,spec_unconditional_monomer_unconditional_monomer_159_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_159_model_0.cif,A,140,140,194,195,194,train
196,spec_unconditional_monomer_unconditional_monomer_159_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_159_model_1.cif,A,140,140,195,196,195,train
197,spec_unconditional_monomer_unconditional_monomer_159_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_159_model_2.cif,A,140,140,196,197,196,train
198,spec_unconditional_monomer_unconditional_monomer_15_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_15_model_0.cif,A,57,57,197,198,197,test
199,spec_unconditional_monomer_unconditional_monomer_15_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_15_model_1.cif,A,57,57,198,199,198,train
200,spec_unconditional_monomer_unconditional_monomer_15_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_15_model_2.cif,A,57,57,199,200,199,train
201,spec_unconditional_monomer_unconditional_monomer_160_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_160_model_0.cif,A,134,134,200,201,200,test
202,spec_unconditional_monomer_unconditional_monomer_160_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_160_model_1.cif,A,134,134,201,202,201,train
203,spec_unconditional_monomer_unconditional_monomer_160_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_160_model_2.cif,A,134,134,202,203,202,test
204,spec_unconditional_monomer_unconditional_monomer_161_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_161_model_0.cif,A,155,155,203,204,203,train
